[22:29:55] [ServerMain/INFO]: [bootstrap] Running Java 21 (OpenJDK 64-Bit Server VM 21.0.5+11-Ubuntu-1ubuntu120.04; Ubuntu null) on Linux 6.5.0-1025-azure (amd64)
[22:29:55] [ServerMain/INFO]: [bootstrap] Loading Paper 1.21-130-master@b1b5d4c (2024-08-10T10:02:42Z) for Minecraft 1.21
[22:29:55] [ServerMain/INFO]: [PluginInitializerManager] Initializing plugins...
[22:30:14] [BasicRepositoryConnector-repo.moros.me-4-3/INFO]: [MavenLibraryResolver] Downloading https://repo.moros.me/releases/net/java/dev/jna/jna/5.13.0/jna-5.13.0.jar
[22:30:14] [BasicRepositoryConnector-repo.moros.me-4-0/INFO]: [MavenLibraryResolver] Downloading https://repo.moros.me/releases/net/java/dev/jna/jna-platform/5.13.0/jna-platform-5.13.0.jar
[22:30:14] [BasicRepositoryConnector-repo.moros.me-4-2/INFO]: [MavenLibraryResolver] Downloading https://repo.moros.me/releases/org/slf4j/jcl-over-slf4j/2.0.7/jcl-over-slf4j-2.0.7.jar
[22:30:14] [BasicRepositoryConnector-repo.moros.me-4-1/INFO]: [MavenLibraryResolver] Downloading https://repo.moros.me/releases/org/postgresql/postgresql/42.7.3/postgresql-42.7.3.jar
[22:30:14] [ServerMain/INFO]: [PluginInitializerManager] Initialized 8 plugins
[22:30:14] [ServerMain/INFO]: [PluginInitializerManager] Paper plugins (2):
 - Bending (3.9.0), Origins (mc1.21.1-v1.3.0)
[22:30:14] [ServerMain/INFO]: [PluginInitializerManager] Bukkit plugins (6):
 - Chunky (1.4.28), Geyser-Spigot (2.6.0-SNAPSHOT), HomesPlugin (1.4), PhantomWorlds (2.0.12), ViaVersion (5.2.0), floodgate (2.2.3-SNAPSHOT (b114-83fbd6e))
[22:30:14] [ServerMain/ERROR]: [io.github.dueris.originspaper.Bootstrap] Eclipse was not found in classpath! Please install from modrinth : https://modrinth.com/plugin/eclipse-mixin
[22:30:20] [ServerMain/INFO]: Environment: Environment[sessionHost=https://sessionserver.mojang.com, servicesHost=https://api.minecraftservices.com, name=PROD]
[22:30:21] [ServerMain/INFO]: Found new data pack file/Dungeons and Taverns v4.4.4.zip, loading it automatically
[22:30:21] [ServerMain/INFO]: Found new data pack file/Ender-Dragon-Fight-Remastered-5.0beta.4.zip, loading it automatically
[22:30:21] [ServerMain/INFO]: Found new data pack file/Terralith_1.21_v2.5.7.zip, loading it automatically
[22:30:21] [ServerMain/INFO]: Found new data pack file/bukkit, loading it automatically
[22:30:21] [ServerMain/INFO]: Found new data pack file/dynamiclights-v1.8.5-mc1.17x-1.21x-datapack.zip, loading it automatically
[22:30:21] [ServerMain/INFO]: Found new data pack file/spellbound-weapons-v4.1.0c.zip, loading it automatically
[22:30:21] [ServerMain/INFO]: Found new data pack file/tectonic-datapack-2.4.2.zip, loading it automatically
[22:30:21] [ServerMain/INFO]: Found new data pack paper, loading it automatically
[22:30:22] [ServerMain/INFO]: No existing world data, creating new world
[22:30:24] [Worker-Main-1/WARN]: Invalid path in datapack: spellbound_weapons:advancement/magmus_charger copy.json, ignoring
[22:30:25] [ServerMain/INFO]: Loaded 1302 recipes
[22:30:25] [ServerMain/ERROR]: Couldn't load advancements: [minecraft:wander_add_map, minecraft:give_quest_trader_trade]
[22:30:25] [ServerMain/INFO]: Loaded 1465 advancements
[22:30:25] [Server thread/INFO]: Starting minecraft server version 1.21
[22:30:25] [Server thread/INFO]: Loading properties
[22:30:25] [Server thread/INFO]: This server is running Paper version 1.21-130-master@b1b5d4c (2024-08-10T10:02:42Z) (Implementing API version 1.21-R0.1-SNAPSHOT)
[22:30:26] [Server thread/INFO]: [spark] This server bundles the spark profiler. For more information please visit https://docs.papermc.io/paper/profiling
[22:30:26] [Server thread/INFO]: Server Ping Player Sample Count: 12
[22:30:26] [Server thread/INFO]: Using 4 threads for Netty based IO
[22:30:27] [Server thread/INFO]: [ChunkTaskScheduler] Chunk system is using 1 I/O threads, 1 worker threads, and population gen parallelism of 1 threads
[22:30:27] [Server thread/INFO]: Default game type: SURVIVAL
[22:30:27] [Server thread/INFO]: Generating keypair
[22:30:27] [Server thread/INFO]: Starting Minecraft server on *:25565
[22:30:28] [Server thread/INFO]: Using epoll channel type
[22:30:28] [Server thread/INFO]: Paper: Using libdeflate (Linux x86_64) compression from Velocity.
[22:30:28] [Server thread/INFO]: Paper: Using OpenSSL 1.1.x (Linux x86_64) cipher from Velocity.
[22:30:29] [Server thread/INFO]: [floodgate] Loading server plugin floodgate v2.2.3-SNAPSHOT (b114-83fbd6e)
[22:30:32] [Server thread/WARN]: [floodgate] en_ is not a supported Floodgate language.
[22:30:32] [Server thread/INFO]: [floodgate] Took 2,533ms to boot Floodgate
[22:30:32] [Server thread/INFO]: [ViaVersion] Loading server plugin ViaVersion v5.2.0
[22:30:32] [Server thread/INFO]: [ViaVersion] ViaVersion 5.2.0 is now loaded. Registering protocol transformers and injecting...
[22:30:33] [Via-Mappingloader-0/INFO]: [ViaVersion] Loading block connection mappings ...
[22:30:34] [Via-Mappingloader-0/INFO]: [ViaVersion] Using FastUtil Long2ObjectOpenHashMap for block connections
[22:30:35] [Server thread/INFO]: [Chunky] Loading server plugin Chunky v1.4.28
[22:30:35] [Server thread/INFO]: [Bending] Loading server plugin Bending v3.9.0
[22:30:36] [Server thread/INFO]: [HomesPlugin] Loading server plugin HomesPlugin v1.4
[22:30:36] [Server thread/INFO]: [Origins] Loading server plugin Origins vmc1.21.1-v1.3.0
[22:30:36] [Server thread/INFO]: [Geyser-Spigot] Loading server plugin Geyser-Spigot v2.6.0-SNAPSHOT
[22:30:38] [Server thread/INFO]: [Geyser-Spigot] Loading extensions...
[22:30:38] [Server thread/INFO]: [Geyser-Spigot] Loaded 0 extension(s)
[22:30:38] [Server thread/INFO]: [PhantomWorlds] Loading server plugin PhantomWorlds v2.0.12
[22:30:38] [Server thread/INFO]: Server permissions file permissions.yml is empty, ignoring it
[22:30:38] [Server thread/INFO]: [PhantomWorlds] Enabling PhantomWorlds v2.0.12
[22:30:38] [Server thread/INFO]: [PhantomWorlds] Starting up Placeholder Registration...
[22:30:38] [Server thread/INFO]: [PhantomWorlds] Checking compatibility with server...
[22:30:38] [Server thread/INFO]: [PhantomWorlds] Checking for backup directory...
[22:30:38] [Server thread/INFO]: [PhantomWorlds] Loading files...
[22:30:38] [Server thread/INFO]: [PhantomWorlds] Loading file SETTINGS...
[22:30:38] [Server thread/INFO]: [PhantomWorlds] Loading file ADVANCED_SETTINGS...
[22:30:38] [Server thread/INFO]: [PhantomWorlds] Loading file MESSAGES...
[22:30:38] [Server thread/INFO]: [PhantomWorlds] Loading file DATA...
[22:30:38] [Server thread/INFO]: [PhantomWorlds] Registering commands...
[22:30:39] [Server thread/INFO]: [PhantomWorlds] Registering listeners...
[22:30:39] [Server thread/INFO]: [PhantomWorlds] Running misc startup procedures...
[22:30:39] [Server thread/INFO]: [PhantomWorlds] Start-up complete (took 519252875000000ms)
[22:30:39] [Server thread/WARN]: **** SERVER IS RUNNING IN OFFLINE/INSECURE MODE!
[22:30:39] [Server thread/WARN]: The server will make no attempt to authenticate usernames. Beware.
[22:30:39] [Server thread/WARN]: While this makes the game possible to play without internet access, it also opens up the ability for hackers to connect with any username they choose.
[22:30:39] [Server thread/WARN]: To change this, set "online-mode" to "true" in the server.properties file.
[22:30:39] [Server thread/INFO]: Preparing level "world"
[22:30:39] [Server thread/INFO]: [PhantomWorlds] Loading worlds...
[22:30:39] [Server thread/INFO]: [PhantomWorlds] Loading managed worlds...
[22:31:07] [Server thread/INFO]: Preparing start region for dimension minecraft:overworld
[22:31:19] [Server thread/INFO]: Time elapsed: 11380 ms
[22:31:19] [Server thread/INFO]: Preparing start region for dimension minecraft:the_nether
[22:31:22] [Server thread/INFO]: Time elapsed: 3224 ms
[22:31:22] [Server thread/INFO]: Preparing start region for dimension minecraft:the_end
[22:31:23] [Server thread/INFO]: Time elapsed: 874 ms
[22:31:23] [Server thread/INFO]: [floodgate] Enabling floodgate v2.2.3-SNAPSHOT (b114-83fbd6e)
[22:31:24] [Server thread/INFO]: [ViaVersion] Enabling ViaVersion v5.2.0
[22:31:24] [Server thread/INFO]: [ViaVersion] ViaVersion detected server version: 1.21-1.21.1 (767)
[22:31:24] [Server thread/INFO]: [Chunky] Enabling Chunky v1.4.28
[22:31:24] [Server thread/INFO]: [Bending] Enabling Bending v3.9.0
[22:31:25] [Server thread/INFO]: [Bending] Successfully loaded native adapter for version 1.21
[22:31:25] [Server thread/INFO]: [com.zaxxer.hikari.HikariDataSource] bending-hikari - Starting...
[22:31:26] [Server thread/INFO]: [com.zaxxer.hikari.pool.HikariPool] bending-hikari - Added connection conn0: url=jdbc:h2:/workspaces/megacraft/servidor_minecraft/plugins/Bending/data/h2/bending user=BENDING
[22:31:26] [Server thread/INFO]: [com.zaxxer.hikari.HikariDataSource] bending-hikari - Start completed.
[22:31:27] [Server thread/INFO]: [org.flywaydb.core.FlywayExecutor] Database: jdbc:h2:/workspaces/megacraft/servidor_minecraft/plugins/Bending/data/h2/bending (H2 2.2)
[22:31:27] [Server thread/INFO]: [org.flywaydb.core.internal.schemahistory.JdbcTableSchemaHistory] Schema history table "PUBLIC"."bending_schemahistory" does not exist yet
[22:31:27] [Server thread/INFO]: [org.flywaydb.core.internal.command.DbValidate] Successfully validated 4 migrations (execution time 00:00.025s)
[22:31:27] [Server thread/INFO]: [org.flywaydb.core.internal.schemahistory.JdbcTableSchemaHistory] Creating Schema History table "PUBLIC"."bending_schemahistory" ...
[22:31:27] [Server thread/INFO]: [org.flywaydb.core.internal.command.DbMigrate] Current version of schema "PUBLIC": << Empty Schema >>
[22:31:27] [Server thread/INFO]: [org.flywaydb.core.internal.command.DbMigrate] Migrating schema "PUBLIC" to version "1 - Rename legacy tables"
[22:31:27] [Server thread/INFO]: [org.flywaydb.core.internal.command.DbMigrate] Migrating schema "PUBLIC" to version "2 - create tables"
[22:31:27] [Server thread/INFO]: [org.flywaydb.core.internal.command.DbMigrate] Migrating schema "PUBLIC" to version "3 - Migrate from legacy"
[22:31:27] [Server thread/INFO]: [org.flywaydb.core.internal.command.DbMigrate] Migrating schema "PUBLIC" to version "4 - namespace abilities"
[22:31:27] [Server thread/INFO]: [org.flywaydb.core.internal.command.DbMigrate] Successfully applied 4 migrations to schema "PUBLIC", now at version v4 (execution time 00:00.066s)
[22:31:27] [/INFO]: [Bending] Registered translations: [en]
[22:31:27] [Server thread/INFO]: [Bending] Found 67 registered abilities (9 Sequences)!
[22:31:27] [Server thread/INFO]: [Bending] Found 228 registered collisions!
[22:31:27] [Server thread/INFO]: [Bending] Registered protection plugins: []
[22:31:27] [Server thread/INFO]: [Bending] Registered translations: [en]
[22:31:28] [Server thread/INFO]: [HomesPlugin] Enabling HomesPlugin v1.4
[22:31:28] [Server thread/ERROR]: [HomesPlugin] AshLib plugin is missing! Please download and install AshLib to run HomesPlugin. (can be downloaded from: https://www.spigotmc.org/resources/ashlib.118282/ )
[22:31:28] [Server thread/INFO]: [HomesPlugin] Disabling HomesPlugin v1.4
[22:31:28] [Server thread/INFO]: [Origins] Enabling Origins vmc1.21.1-v1.3.0
[22:31:28] [Server thread/WARN]: [GlowingEntities] [GlowingEntities] Loaded not matching version of the mappings for your server version
[22:31:28] [Server thread/ERROR]: Error occurred while enabling Origins vmc1.21.1-v1.3.0 (Is it up to date?)
java.lang.RuntimeException: An unexpected error occurred when parsing the OriginsPaper renderer!
	at originspaper-mc1.21.1-v1.3.0.jar/io.github.dueris.originspaper.client.texture.TexturesImpl.init(TexturesImpl.java:73) ~[originspaper-mc1.21.1-v1.3.0.jar:?]
	at originspaper-mc1.21.1-v1.3.0.jar/io.github.dueris.originspaper.client.MinecraftClient.init(MinecraftClient.java:25) ~[originspaper-mc1.21.1-v1.3.0.jar:?]
	at originspaper-mc1.21.1-v1.3.0.jar/io.github.dueris.originspaper.plugin.OriginsPlugin.onEnable(OriginsPlugin.java:41) ~[originspaper-mc1.21.1-v1.3.0.jar:?]
	at org.bukkit.plugin.java.JavaPlugin.setEnabled(JavaPlugin.java:288) ~[paper-api-1.21-R0.1-SNAPSHOT.jar:?]
	at io.papermc.paper.plugin.manager.PaperPluginInstanceManager.enablePlugin(PaperPluginInstanceManager.java:202) ~[paper-1.21.jar:1.21-130-b1b5d4c]
	at io.papermc.paper.plugin.manager.PaperPluginManagerImpl.enablePlugin(PaperPluginManagerImpl.java:109) ~[paper-1.21.jar:1.21-130-b1b5d4c]
	at org.bukkit.plugin.SimplePluginManager.enablePlugin(SimplePluginManager.java:520) ~[paper-api-1.21-R0.1-SNAPSHOT.jar:?]
	at org.bukkit.craftbukkit.CraftServer.enablePlugin(CraftServer.java:640) ~[paper-1.21.jar:1.21-130-b1b5d4c]
	at org.bukkit.craftbukkit.CraftServer.enablePlugins(CraftServer.java:589) ~[paper-1.21.jar:1.21-130-b1b5d4c]
	at net.minecraft.server.MinecraftServer.loadWorld0(MinecraftServer.java:754) ~[paper-1.21.jar:1.21-130-b1b5d4c]
	at net.minecraft.server.MinecraftServer.loadLevel(MinecraftServer.java:516) ~[paper-1.21.jar:1.21-130-b1b5d4c]
	at net.minecraft.server.dedicated.DedicatedServer.initServer(DedicatedServer.java:329) ~[paper-1.21.jar:1.21-130-b1b5d4c]
	at net.minecraft.server.MinecraftServer.runServer(MinecraftServer.java:1215) ~[paper-1.21.jar:1.21-130-b1b5d4c]
	at net.minecraft.server.MinecraftServer.lambda$spin$0(MinecraftServer.java:330) ~[paper-1.21.jar:1.21-130-b1b5d4c]
	at java.base/java.lang.Thread.run(Thread.java:1583) ~[?:?]
Caused by: java.lang.NullPointerException: Cannot invoke "io.papermc.paper.plugin.bootstrap.BootstrapContext.getPluginSource()" because "bootContext" is null
	at originspaper-mc1.21.1-v1.3.0.jar/io.github.dueris.originspaper.client.texture.TexturesImpl.init(TexturesImpl.java:31) ~[originspaper-mc1.21.1-v1.3.0.jar:?]
	... 14 more
[22:31:28] [Server thread/INFO]: [Origins] Disabling Origins vmc1.21.1-v1.3.0
[22:31:28] [Server thread/INFO]: [Geyser-Spigot] Enabling Geyser-Spigot v2.6.0-SNAPSHOT
[22:31:29] [Server thread/INFO]: [spark] Starting background profiler...
[22:31:29] [Server thread/INFO]: [Geyser-Spigot] ******************************************
[22:31:29] [Server thread/INFO]: [Geyser-Spigot] 
[22:31:29] [Server thread/INFO]: [Geyser-Spigot] Loading Geyser version 2.6.0-b732 (git-master-54bdb63)
[22:31:29] [Server thread/INFO]: [Geyser-Spigot] 
[22:31:29] [Server thread/INFO]: [Geyser-Spigot] ******************************************
[22:31:38] [epollEventLoopGroup-3-2/INFO]: [Geyser-Spigot] Started Geyser on UDP port 19132
[22:31:38] [Server thread/INFO]: [Geyser-Spigot] Done (8.985s)! Run /geyser help for help!
[22:31:39] [Server thread/INFO]: Done preparing level "world" (59.862s)
[22:31:39] [Server thread/INFO]: Running delayed init tasks
[22:31:39] [Server thread/INFO]: Done (104.966s)! For help, type "help"
[22:31:39] [Server thread/INFO]: Timings Reset
[22:31:39] [Craft Scheduler Thread - 6 - ViaVersion/INFO]: [ViaVersion] Finished mapping loading, shutting down loader executor.
[22:33:04] [User Authenticator #0/INFO]: UUID of player Riqulmer2358 is 39b009e5-008e-3b2c-904a-ddfa00240e31
[22:33:05] [Server thread/INFO]: Riqulmer2358 joined the game
[22:33:05] [Server thread/INFO]: Riqulmer2358[/127.133.7.121:38503] logged in with entity id 76 at ([world]-224.0, 75.0, 320.0)
[22:33:09] [Server thread/INFO]: Riqulmer2358 issued server command: /gamemode creative
[22:33:09] [Server thread/INFO]: [Riqulmer2358: Set own game mode to Creative Mode]
[22:33:22] [Server thread/INFO]: Riqulmer2358 issued server command: /datapack enable
[22:33:26] [Server thread/INFO]: Riqulmer2358 issued server command: /datapack list
[22:34:31] [Server thread/INFO]: Riqulmer2358 issued server command: /reload
[22:34:31] [Server thread/INFO]: Riqulmer2358: Are you sure you wish to reload your server? Doing so may cause bugs and memory leaks. It is recommended to restart instead of using /reload. To confirm, please type /reload confirm
[22:35:38] [Server thread/INFO]: Riqulmer2358 issued server command: /gamemode survival
[22:35:38] [Server thread/INFO]: [Riqulmer2358: Set own game mode to Survival Mode]
[22:35:53] [Server thread/INFO]: Riqulmer2358 issued server command: /gamemode creative
[22:35:53] [Server thread/INFO]: [Riqulmer2358: Set own game mode to Creative Mode]
[22:36:57] [Paper Common Worker #0/ERROR]: Block-attached entity at invalid position: BlockPos{x=202, y=47, z=211}
[22:37:32] [Server thread/INFO]: Riqulmer2358 has made the advancement [Acquire Hardware]
[22:40:44] [Server thread/INFO]: Riqulmer2358 lost connection: Disconnected
[22:40:45] [Server thread/INFO]: Riqulmer2358 left the game
[22:41:27] [User Authenticator #1/INFO]: UUID of player Riqulmer2358 is 39b009e5-008e-3b2c-904a-ddfa00240e31
[22:41:27] [Server thread/INFO]: Riqulmer2358 joined the game
[22:41:27] [Server thread/INFO]: Riqulmer2358[/127.133.7.121:53197] logged in with entity id 3331 at ([world]-928.0257221945342, 66.83066836326365, 513.7463170365867)
[22:46:09] [Server thread/INFO]: Riqulmer2358 has made the advancement [Monster Hunter]
[22:49:20] [Server thread/INFO]: Riqulmer2358 lost connection: Disconnected
[22:49:20] [Server thread/INFO]: Riqulmer2358 left the game
[22:52:00] [User Authenticator #2/INFO]: UUID of player Riqulmer2358 is 39b009e5-008e-3b2c-904a-ddfa00240e31
[22:52:01] [Server thread/INFO]: Riqulmer2358 joined the game
[22:52:01] [Server thread/INFO]: Riqulmer2358[/127.133.7.121:47933] logged in with entity id 4709 at ([world]-992.1616601263164, 76.0, 555.158861299743)
[22:52:35] [Server thread/INFO]: Riqulmer2358 issued server command: /gamemode survival
[22:52:35] [Server thread/INFO]: [Riqulmer2358: Set own game mode to Survival Mode]
[22:53:05] [Server thread/INFO]: Riqulmer2358 issued server command: /gamemode creative
[22:53:05] [Server thread/INFO]: [Riqulmer2358: Set own game mode to Creative Mode]
[22:55:18] [Server thread/INFO]: Riqulmer2358 has made the advancement [Fishy Business]
[22:56:07] [Server thread/INFO]: Riqulmer2358 lost connection: Disconnected
[22:56:07] [Server thread/INFO]: Riqulmer2358 left the game
[22:56:19] [Server thread/INFO]: Stopping the server
[22:56:19] [Server thread/INFO]: Stopping server
[22:56:19] [Server thread/INFO]: [PhantomWorlds] Disabling PhantomWorlds v2.0.12
[22:56:19] [Server thread/INFO]: [PhantomWorlds] Shut-down complete (took 8418000000ms)
[22:56:19] [Server thread/INFO]: [Geyser-Spigot] Disabling Geyser-Spigot v2.6.0-SNAPSHOT
[22:56:19] [Server thread/INFO]: [Geyser-Spigot] Shutting down Geyser.
[22:56:19] [Server thread/INFO]: [Geyser-Spigot] Geyser shutdown successfully.
[22:56:19] [Server thread/INFO]: [Bending] Disabling Bending v3.9.0
[22:56:19] [Server thread/INFO]: [com.zaxxer.hikari.HikariDataSource] bending-hikari - Shutdown initiated...
[22:56:19] [Server thread/INFO]: [com.zaxxer.hikari.HikariDataSource] bending-hikari - Shutdown completed.
[22:56:19] [Server thread/INFO]: [Chunky] Disabling Chunky v1.4.28
[22:56:19] [WebSocketConnectReadThread-124/INFO]: [Geyser-Spigot] The skin uploader has been closed
[22:56:19] [Server thread/INFO]: [ViaVersion] Disabling ViaVersion v5.2.0
[22:56:19] [Server thread/INFO]: [ViaVersion] ViaVersion has been disabled; uninjected the platform and shut down the scheduler.
[22:56:19] [Server thread/INFO]: [floodgate] Disabling floodgate v2.2.3-SNAPSHOT (b114-83fbd6e)
[22:56:19] [Server thread/INFO]: Saving players
[22:56:19] [Server thread/INFO]: Saving worlds
[22:56:19] [Server thread/INFO]: Saving chunks for level 'ServerLevel[world]'/minecraft:overworld
[22:56:19] [Server thread/INFO]: [ChunkHolderManager] Waiting 60s for chunk system to halt for world 'world'
[22:56:19] [Server thread/INFO]: [ChunkHolderManager] Halted chunk system for world 'world'
[22:56:19] [Server thread/INFO]: [ChunkHolderManager] Saving all chunkholders for world 'world'
[22:56:20] [Server thread/INFO]: [ChunkHolderManager] Saved 164 block chunks, 114 entity chunks, 0 poi chunks in world 'world' in 0.33s
[22:56:20] [Server thread/INFO]: Saving chunks for level 'ServerLevel[world_nether]'/minecraft:the_nether
[22:56:20] [Server thread/INFO]: [ChunkHolderManager] Waiting 60s for chunk system to halt for world 'world_nether'
[22:56:20] [Server thread/INFO]: [ChunkHolderManager] Halted chunk system for world 'world_nether'
[22:56:20] [Server thread/INFO]: [ChunkHolderManager] Saving all chunkholders for world 'world_nether'
[22:56:20] [Server thread/INFO]: [ChunkHolderManager] Saved 792 block chunks, 0 entity chunks, 0 poi chunks in world 'world_nether' in 0.35s
[22:56:20] [Server thread/INFO]: Saving chunks for level 'ServerLevel[world_the_end]'/minecraft:the_end
[22:56:20] [Server thread/INFO]: [ChunkHolderManager] Waiting 60s for chunk system to halt for world 'world_the_end'
[22:56:20] [Server thread/INFO]: [ChunkHolderManager] Halted chunk system for world 'world_the_end'
[22:56:20] [Server thread/INFO]: [ChunkHolderManager] Saving all chunkholders for world 'world_the_end'
[22:56:20] [Server thread/INFO]: [ChunkHolderManager] Saved 792 block chunks, 11 entity chunks, 0 poi chunks in world 'world_the_end' in 0.29s
[22:56:20] [Server thread/INFO]: ThreadedAnvilChunkStorage (world): All chunks are saved
[22:56:20] [Server thread/INFO]: ThreadedAnvilChunkStorage (DIM-1): All chunks are saved
[22:56:20] [Server thread/INFO]: ThreadedAnvilChunkStorage (DIM1): All chunks are saved
[22:56:20] [Server thread/INFO]: ThreadedAnvilChunkStorage: All dimensions are saved
